StateProvince,Category,Manufacturer,Segment,SubCategory,OrderDate,OrderID,ProductName,Profit,ProfitCY,Sales,SalesCY
Florida,Furniture,Eldon,Consumer,Furnishings,3/15/2019,US-2019-149958,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",$0.01K,,$0.0K,
Florida,Office Supplies,Other,Consumer,Binders,3/15/2019,US-2019-149958,Insertable Tab Post Binder Dividers,-$0.01K,,$0.0K,
Florida,Office Supplies,GBC,Consumer,Binders,3/15/2019,US-2019-149958,GBC VeloBinder Manual Binding System,-$0.03K,,$0.0K,
Florida,Office Supplies,Xerox,Consumer,Paper,3/15/2019,US-2019-149958,Xerox 1889,$0.05K,,$0.1K,
Florida,Office Supplies,Other,Consumer,Storage,3/15/2019,US-2019-149958,"Hot File 7-Pocket, Floor Stand",$0.02K,,$0.1K,
North Carolina,Technology,Polycom,Home Office,Phones,3/16/2019,US-2019-157609,Polycom VoiceStation 500 Conference_phone,$0.03K,,$0.5K,
New York,Furniture,Balt,Corporate,Tables,3/17/2019,US-2019-148838,Balt Solid Wood Round Tables,-$0.55K,,$1.1K,
New York,Furniture,Bretford,Corporate,Tables,3/17/2019,US-2019-148838,Bretford Rectangular Conference Table Tops,-$0.45K,,$1.6K,
New York,Furniture,Hon,Corporate,Tables,3/17/2019,US-2019-148838,"Hon 30"" x 60"" Table with Locking Drawer",-$0.12K,,$0.6K,
Minnesota,Office Supplies,Bionaire,Consumer,Appliances,3/17/2019,US-2019-118339,Bionaire Personal Warm Mist Humidifier/Vaporizer,$0.04K,,$0.1K,
Mississippi,Office Supplies,Belkin,Corporate,Appliances,3/17/2019,US-2019-164763,Belkin 6 Outlet Metallic Surge Strip,$0.01K,,$0.0K,
Texas,Office Supplies,Newell,Consumer,Art,3/17/2019,US-2019-158442,Newell 333,$0.00K,,$0.0K,
Minnesota,Office Supplies,Newell,Consumer,Art,3/17/2019,US-2019-118339,Newell 35,$0.01K,,$0.0K,
Minnesota,Office Supplies,Avery,Consumer,Binders,3/17/2019,US-2019-118339,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,$0.02K,,$0.0K,
Mississippi,Office Supplies,GBC,Corporate,Binders,3/17/2019,US-2019-164763,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",$0.01K,,$0.0K,
Mississippi,Office Supplies,Acco,Corporate,Binders,3/17/2019,US-2019-164763,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$0.01K,,$0.0K,
Minnesota,Office Supplies,Wilson Jones,Consumer,Binders,3/17/2019,US-2019-118339,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,$0.03K,,$0.1K,
Minnesota,Office Supplies,Other,Consumer,Paper,3/17/2019,US-2019-118339,"Memo Book, 100 Message Capacity, 5 3/8¡± x 11¡±",$0.02K,,$0.0K,
New York,Office Supplies,Xerox,Corporate,Paper,3/17/2019,US-2019-148838,Xerox 1918,$0.08K,,$0.2K,
Texas,Office Supplies,Xerox,Consumer,Paper,3/17/2019,US-2019-158442,Xerox 1966,$0.00K,,$0.0K,
Texas,Office Supplies,Xerox,Consumer,Paper,3/17/2019,US-2019-158442,Xerox 1967,$0.01K,,$0.0K,
New York,Office Supplies,Xerox,Corporate,Paper,3/17/2019,US-2019-148838,Xerox 1926,$0.02K,,$0.0K,
Mississippi,Office Supplies,Other,Corporate,Paper,3/17/2019,US-2019-164763,EcoTones Memo Sheets,$0.01K,,$0.0K,
Mississippi,Office Supplies,Xerox,Corporate,Paper,3/17/2019,US-2019-164763,Xerox 1957,$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Xerox,Corporate,Paper,3/17/2019,US-2019-127859,Xerox 1909,$0.04K,,$0.1K,
California,Furniture,Bush,Home Office,Bookcases,3/18/2019,US-2019-111871,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",$0.07K,,$1.2K,
Florida,Furniture,Dana,Home Office,Furnishings,3/18/2019,US-2019-145317,"Dana Fluorescent Magnifying Lamp, White, 36""",$0.02K,,$0.1K,
Florida,Furniture,Executive Impressions,Home Office,Furnishings,3/18/2019,US-2019-145317,"Executive Impressions 13"" Clairmont Wall Clock",$0.01K,,$0.0K,
California,Furniture,Eldon,Home Office,Furnishings,3/18/2019,US-2019-131275,Eldon Cleatmat Chair Mats for Medium Pile Carpets,$0.01K,,$0.1K,
Florida,Office Supplies,Avery,Home Office,Art,3/18/2019,US-2019-145317,Avery Fluorescent Highlighter Four-Color Set,$0.00K,,$0.0K,
Florida,Office Supplies,Other,Home Office,Fasteners,3/18/2019,US-2019-145317,Staples,$0.01K,,$0.0K,
Florida,Office Supplies,Xerox,Home Office,Paper,3/18/2019,US-2019-145317,Xerox 195,$0.01K,,$0.0K,
California,Office Supplies,Tennsco,Home Office,Storage,3/18/2019,US-2019-131275,Tennsco 6- and 18-Compartment Lockers,$0.33K,,$1.9K,
California,Technology,Other,Home Office,Machines,3/18/2019,US-2019-131275,Swingline SM12-08 MicroCut Jam Free Shredder,$0.42K,,$1.3K,
Florida,Technology,Cisco,Home Office,Machines,3/18/2019,US-2019-145317,Cisco TelePresence System EX90 Videoconferencing Unit,-$1.81K,,$22.6K,
Florida,Technology,Hewlett-Packard,Home Office,Machines,3/18/2019,US-2019-145317,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,-$0.02K,,$0.8K,
Florida,Furniture,Other,Corporate,Furnishings,3/19/2019,US-2019-103989,Document Clip Frames,$0.01K,,$0.0K,
Florida,Furniture,Eldon,Corporate,Furnishings,3/19/2019,US-2019-103989,Eldon Wave Desk Accessories,$0.00K,,$0.0K,
Florida,Office Supplies,Avery,Corporate,Binders,3/19/2019,US-2019-103989,"Avery Flip-Chart Easel Binder, Black",-$0.03K,,$0.0K,
Florida,Office Supplies,Avery,Corporate,Labels,3/19/2019,US-2019-103989,Avery 501,$0.00K,,$0.0K,
Florida,Office Supplies,Other,Corporate,Storage,3/19/2019,US-2019-103989,Crate-A-Files,$0.00K,,$0.0K,
Florida,Technology,Logitech,Corporate,Accessories,3/19/2019,US-2019-103989,"Logitech_Wireless Boombox Speaker - portable - wireless, wired",$0.05K,,$0.2K,
Florida,Technology,Cisco,Corporate,Phones,3/19/2019,US-2019-103989,Cisco 8x8 Inc. 6753i IP Business Phone System,$0.03K,,$0.3K,
Tennessee,Furniture,Global,Consumer,Chairs,3/21/2019,US-2019-155544,Global Highback Leather Tilter in Burgundy,-$0.01K,,$0.2K,
Tennessee,Furniture,DAX,Consumer,Furnishings,3/21/2019,US-2019-155544,DAX Wood Document Frame,$0.01K,,$0.0K,
Virginia,Office Supplies,Other,Corporate,Art,3/21/2019,US-2019-163223,American Pencil,$0.00K,,$0.0K,
Ohio,Office Supplies,Binney & Smith,Consumer,Art,3/21/2019,US-2019-140004,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",$0.00K,,$0.0K,
Ohio,Office Supplies,Binney & Smith,Consumer,Art,3/21/2019,US-2019-140004,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",$0.00K,,$0.0K,
Virginia,Office Supplies,Wilson Jones,Corporate,Binders,3/21/2019,US-2019-163223,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$0.06K,,$0.1K,
Virginia,Office Supplies,Avery,Corporate,Labels,3/21/2019,US-2019-163223,Avery 492,$0.01K,,$0.0K,
Tennessee,Office Supplies,Avery,Consumer,Labels,3/21/2019,US-2019-155544,Avery 505,$0.02K,,$0.1K,
Virginia,Office Supplies,Xerox,Corporate,Paper,3/21/2019,US-2019-163223,Xerox 1919,$0.06K,,$0.1K,
North Carolina,Office Supplies,Tennsco,Corporate,Storage,3/21/2019,US-2019-107405,Tennsco Commercial Shelving,$0.00K,,$0.0K,
Virginia,Technology,Samsung,Corporate,Phones,3/21/2019,US-2019-163223,Samsung Galaxy S4 Active,$0.91K,,$3.5K,
Arizona,Furniture,Office Star,Corporate,Chairs,3/22/2019,US-2019-148040,Office Star - Mesh Screen back chair with Vinyl seat,-$0.04K,,$0.3K,
Indiana,Office Supplies,Avery,Consumer,Art,3/22/2019,US-2019-129609,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",$0.01K,,$0.0K,
North Carolina,Office Supplies,GBC,Consumer,Binders,3/22/2019,US-2019-158057,GBC Prestige Therm-A-Bind Covers,-$0.04K,,$0.1K,
North Carolina,Office Supplies,C-Line,Consumer,Binders,3/22/2019,US-2019-158057,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",-$0.01K,,$0.0K,
Arizona,Office Supplies,Xerox,Corporate,Paper,3/22/2019,US-2019-148040,Xerox 1951,$0.02K,,$0.1K,
Florida,Office Supplies,Avery,Consumer,Labels,3/23/2019,US-2019-164749,Avery 476,$0.00K,,$0.0K,
California,Office Supplies,Other,Consumer,Storage,3/23/2019,US-2019-120838,Economy Rollaway Files,$0.09K,,$0.3K,
California,Technology,Other,Consumer,Phones,3/23/2019,US-2019-120838,Ooma Telo VoIP Home Phone System,$0.04K,,$0.6K,
California,Furniture,DAX,Consumer,Furnishings,3/24/2019,US-2019-143637,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",$0.01K,,$0.0K,
New York,Office Supplies,Xerox,Consumer,Paper,3/24/2019,US-2019-147235,Xerox 190,$0.01K,,$0.0K,
New York,Furniture,Iceberg,Consumer,Chairs,3/25/2019,US-2019-148586,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",$0.07K,,$0.4K,
California,Office Supplies,BIC,Consumer,Art,3/25/2019,US-2019-128237,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Art,3/25/2019,US-2019-128237,"Eberhard Faber 3 1/2"" Golf Pencils",$0.00K,,$0.0K,
California,Office Supplies,Newell,Consumer,Art,3/25/2019,US-2019-128237,Newell 35,$0.00K,,$0.0K,
California,Technology,Imation,Consumer,Accessories,3/25/2019,US-2019-128237,Imation_Swivel_Flash Drive_USB_flash drive_- 8 GB,$0.02K,,$0.0K,
California,Office Supplies,Newell,Corporate,Art,3/26/2019,US-2019-141838,Newell 308,$0.00K,,$0.0K,
California,Office Supplies,Wilson Jones,Corporate,Binders,3/26/2019,US-2019-141838,Wilson Jones Leather-Like Binders with DublLock Round Rings,$0.01K,,$0.0K,
California,Office Supplies,Smead,Consumer,Labels,3/26/2019,US-2019-100860,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,$0.01K,,$0.0K,
California,Technology,SanDisk,Corporate,Accessories,3/26/2019,US-2019-138436,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,$0.01K,,$0.1K,
California,Technology,Griffin,Corporate,Phones,3/26/2019,US-2019-141838,Griffin GC17055 Auxiliary Audio Cable,$0.00K,,$0.0K,
Ohio,Furniture,Chromcraft,Home Office,Tables,3/28/2019,US-2019-117380,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,-$0.14K,,$0.3K,
Iowa,Furniture,Hon,Consumer,Tables,3/28/2019,US-2019-137869,Hon 94000 Series Round Tables,$0.11K,,$1.2K,
Iowa,Office Supplies,Poly,Consumer,Envelopes,3/28/2019,US-2019-137869,Poly String Tie Envelopes,$0.00K,,$0.0K,
New Mexico,Technology,AT&T,Home Office,Phones,3/28/2019,US-2019-100881,AT&T TR1909W,$0.02K,,$0.3K,
Texas,Furniture,Bush,Consumer,Tables,3/29/2019,US-2019-137274,Bush Advantage Collection Racetrack Conference Table,-$0.15K,,$0.9K,
California,Furniture,O'Sullivan,Consumer,Bookcases,3/30/2019,US-2019-131247,O'Sullivan Living Dimensions 2-Shelf Bookcases,-$0.01K,,$0.2K,
Texas,Furniture,Global,Home Office,Chairs,3/30/2019,US-2019-162089,"Global Stack Chair without Arms, Black",-$0.01K,,$0.1K,
New York,Office Supplies,Sanford,Corporate,Art,3/30/2019,US-2019-105151,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",$0.00K,,$0.0K,
New York,Office Supplies,Other,Consumer,Art,3/30/2019,US-2019-169033,Peel-Off China Markers,$0.02K,,$0.0K,
Texas,Office Supplies,Other,Home Office,Envelopes,3/30/2019,US-2019-162089,Airmail Envelopes,$0.11K,,$0.3K,
Washington,Office Supplies,Avery,Corporate,Labels,3/30/2019,US-2019-133424,Avery 490,$0.02K,,$0.0K,
Minnesota,Office Supplies,Space Solutions,Consumer,Storage,3/30/2019,US-2019-113124,Space Solutions Commercial Steel Shelving,$0.01K,,$0.1K,
Washington,Office Supplies,Sterilite,Corporate,Storage,3/30/2019,US-2019-133424,Sterilite Show Offs Storage Containers,$0.00K,,$0.0K,
Texas,Technology,Other,Home Office,Phones,3/30/2019,US-2019-162089,Innergie mMini Combo Duo USB Travel Charging Kit,$0.09K,,$0.3K,
Florida,Furniture,Global,Consumer,Chairs,3/31/2019,US-2019-130428,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",$0.10K,,$1.1K,
California,Office Supplies,Fellowes,Consumer,Appliances,3/31/2019,US-2019-128055,Fellowes Advanced Computer Series Surge Protectors,$0.01K,,$0.1K,
Florida,Office Supplies,Binney & Smith,Consumer,Art,3/31/2019,US-2019-130428,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",$0.00K,,$0.0K,
Florida,Office Supplies,Avery,Corporate,Binders,3/31/2019,US-2019-101770,Avery Hole Reinforcements,$0.00K,,$0.0K,
Florida,Office Supplies,Ibico,Consumer,Binders,3/31/2019,US-2019-130428,Ibico Plastic and Wire Spiral Binding Combs,-$0.01K,,$0.0K,
Illinois,Office Supplies,Fellowes,Consumer,Binders,3/31/2019,US-2019-104759,Fellowes Black Plastic Comb Bindings,-$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Avery,Consumer,Binders,3/31/2019,US-2019-112403,Avery Round Ring Poly Binders,$0.00K,,$0.0K,
California,Office Supplies,GBC,Consumer,Binders,3/31/2019,US-2019-128055,GBC DocuBind 200 Manual Binding Machine,$0.25K,,$0.7K,
Illinois,Technology,Kensington,Consumer,Accessories,3/31/2019,US-2019-104759,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,$0.01K,,$0.1K,
California,Office Supplies,Pressboard,Consumer,Binders,4/1/2019,US-2019-157021,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",$0.01K,,$0.0K,
Massachusetts,Office Supplies,Other,Corporate,Binders,4/1/2019,US-2019-138359,Zipper Ring Binder Pockets,$0.00K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,4/1/2019,US-2019-157021,Avery 490,$0.01K,,$0.0K,
Massachusetts,Office Supplies,Rogers,Corporate,Storage,4/1/2019,US-2019-138359,Rogers Profile Extra Capacity Storage Tub,$0.00K,,$0.1K,
Virginia,Furniture,Luxo,Corporate,Furnishings,4/2/2019,US-2019-160276,Luxo Adjustable Task Clamp Lamp,$0.05K,,$0.2K,
Georgia,Office Supplies,Euro Pro,Consumer,Appliances,4/2/2019,US-2019-164315,Euro-Pro Shark Turbo Vacuum,$0.04K,,$0.2K,
Texas,Office Supplies,Xerox,Consumer,Paper,4/2/2019,US-2019-157847,Xerox 1947,$0.01K,,$0.0K,
Texas,Office Supplies,Xerox,Consumer,Paper,4/2/2019,US-2019-157847,Xerox 1898,$0.01K,,$0.0K,
Georgia,Office Supplies,Xerox,Consumer,Paper,4/2/2019,US-2019-164315,Xerox 1990,$0.01K,,$0.0K,
Georgia,Technology,Motorola,Consumer,Phones,4/2/2019,US-2019-164315,Motorola Droid Maxx,$0.29K,,$1.0K,
California,Office Supplies,Staple envelope,Corporate,Envelopes,4/3/2019,US-2019-112291,Staple envelope,$0.01K,,$0.0K,
California,Technology,Logitech,Corporate,Accessories,4/3/2019,US-2019-112291,Logitech G600 MMO Gaming Mouse,$0.06K,,$0.2K,
California,Technology,Enermax,Corporate,Accessories,4/3/2019,US-2019-112291,Enermax Briskie RF Wireless Keyboard and Mouse Combo,$0.02K,,$0.1K,
Michigan,Furniture,Advantus,Consumer,Furnishings,4/4/2019,US-2019-133228,Advantus Panel Wall Acrylic Frame,$0.00K,,$0.0K,
Michigan,Office Supplies,Newell,Consumer,Art,4/4/2019,US-2019-133228,Newell 319,$0.02K,,$0.1K,
California,Office Supplies,Avery,Corporate,Binders,4/4/2019,US-2019-128685,Avery Non-Stick Binders,$0.00K,,$0.0K,
California,Office Supplies,Avery,Home Office,Labels,4/4/2019,US-2019-105172,Avery 518,$0.01K,,$0.0K,
Louisiana,Office Supplies,Xerox,Corporate,Paper,4/4/2019,US-2019-149538,Xerox 1966,$0.01K,,$0.0K,
Louisiana,Office Supplies,Xerox,Corporate,Paper,4/4/2019,US-2019-149538,Xerox 209,$0.01K,,$0.0K,
Louisiana,Office Supplies,SAFCO,Corporate,Storage,4/4/2019,US-2019-149538,Safco Commercial Shelving,$0.01K,,$0.2K,
Louisiana,Technology,Logitech,Corporate,Accessories,4/4/2019,US-2019-149538,Logitech Wireless Marathon Mouse M705,$0.04K,,$0.1K,
Virginia,Office Supplies,Newell,Corporate,Art,4/5/2019,US-2019-102988,Newell 321,$0.01K,,$0.0K,
Michigan,Office Supplies,Stanley,Consumer,Art,4/5/2019,US-2019-149104,Stanley Contemporary Battery Pencil Sharpeners,$0.01K,,$0.0K,
Michigan,Office Supplies,Binney & Smith,Consumer,Art,4/5/2019,US-2019-149104,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",$0.00K,,$0.0K,
Virginia,Office Supplies,Crayola,Corporate,Art,4/5/2019,US-2019-102988,Crayola Colored Pencils,$0.01K,,$0.0K,
Kentucky,Office Supplies,Ibico,Corporate,Binders,4/5/2019,US-2019-157231,Ibico Standard Transparent Covers,$0.06K,,$0.1K,
Michigan,Office Supplies,Fellowes,Consumer,Binders,4/5/2019,US-2019-149104,"Fellowes Twister Kit, Gray/Clear, 3/pkg",$0.02K,,$0.0K,
Virginia,Office Supplies,Xerox,Corporate,Paper,4/5/2019,US-2019-102988,Xerox 1957,$0.01K,,$0.0K,
New York,Office Supplies,Other,Home Office,Paper,4/5/2019,US-2019-113887,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",$0.03K,,$0.1K,
Michigan,Office Supplies,Space Solutions,Consumer,Storage,4/5/2019,US-2019-149104,Space Solutions HD Industrial Steel Shelving.,$0.02K,,$0.7K,
Illinois,Office Supplies,Other,Corporate,Storage,4/5/2019,US-2019-151001,Adjustable Personal File Tote,$0.00K,,$0.1K,
Illinois,Office Supplies,Tenex,Corporate,Storage,4/5/2019,US-2019-151001,"Tenex File Box, Personal Filing Tote with Lid, Black",$0.00K,,$0.0K,
Virginia,Office Supplies,Martin-Yale,Corporate,Supplies,4/5/2019,US-2019-102988,Martin Yale Chadless Opener Electric Letter Opener,$0.08K,,$4.2K,
Virginia,Technology,AT&T,Corporate,Phones,4/5/2019,US-2019-102988,AT&T CL82213,$0.01K,,$0.0K,
California,Furniture,Tenex,Corporate,Furnishings,4/6/2019,US-2019-102652,Tenex B1-RE Series Chair Mats for Low Pile Carpets,$0.02K,,$0.1K,
California,Furniture,C-Line,Corporate,Furnishings,4/6/2019,US-2019-102652,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,$0.01K,,$0.0K,
Washington,Furniture,Chromcraft,Corporate,Tables,4/6/2019,US-2019-169803,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",$0.11K,,$0.7K,
Pennsylvania,Furniture,KI,Home Office,Tables,4/6/2019,US-2019-118486,KI Adjustable-Height Table,-$0.04K,,$0.2K,
California,Office Supplies,Boston,Corporate,Art,4/6/2019,US-2019-153808,Boston Home & Office Model 2000 Electric Pencil Sharpeners,$0.02K,,$0.1K,
California,Office Supplies,Avery,Corporate,Binders,4/6/2019,US-2019-153808,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",$0.02K,,$0.1K,
Pennsylvania,Office Supplies,Other,Corporate,Binders,4/6/2019,US-2019-136742,Large Capacity Hanging Post Binders,-$0.04K,,$0.0K,
California,Office Supplies,Xerox,Corporate,Paper,4/6/2019,US-2019-102652,Xerox 194,$0.03K,,$0.1K,
California,Office Supplies,Xerox,Corporate,Paper,4/6/2019,US-2019-102652,Xerox 211,$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Martin-Yale,Home Office,Supplies,4/6/2019,US-2019-118486,Martin-Yale Premier Letter Opener,$0.00K,,$0.0K,
Washington,Technology,Kingston,Corporate,Accessories,4/6/2019,US-2019-169803,Kingston Digital DataTraveler 32GB USB 2.0,$0.00K,,$0.0K,
California,Technology,Razer,Corporate,Accessories,4/6/2019,US-2019-153808,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,$0.13K,,$0.3K,
Pennsylvania,Technology,Imation,Home Office,Accessories,4/6/2019,US-2019-118486,Imation_Secure+ Hardware Encrypted USB 2.0_Flash Drive; 16GB,$0.02K,,$0.1K,
Alabama,Furniture,Other,Consumer,Furnishings,4/7/2019,US-2019-124023,"Stacking Tray, Side-Loading, Legal, Smoke",$0.00K,,$0.0K,
South Carolina,Office Supplies,Xerox,Corporate,Paper,4/7/2019,US-2019-128846,Xerox 1945,$0.06K,,$0.1K,
Georgia,Office Supplies,Xerox,Home Office,Paper,4/7/2019,US-2019-165806,Xerox 226,$0.03K,,$0.1K,
South Carolina,Technology,AT&T,Corporate,Phones,4/7/2019,US-2019-128846,AT&T TR1909W,$0.16K,,$0.6K,
Georgia,Technology,RCA,Home Office,Phones,4/7/2019,US-2019-165806,RCA Visys Integrated PBX 8-Line Router,$0.05K,,$0.2K,
Alabama,Furniture,SAFCO,Corporate,Tables,4/8/2019,US-2019-118997,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",$0.32K,,$1.2K,
California,Furniture,Bevis,Home Office,Tables,4/8/2019,US-2019-150581,Bevis 36 x 72 Conference Tables,$0.00K,,$0.1K,
Ohio,Furniture,Riverside,Consumer,Tables,4/8/2019,US-2019-121769,Riverside Furniture Stanwyck Manor Table Series,-$0.09K,,$0.2K,
Arizona,Office Supplies,OIC,Corporate,Fasteners,4/8/2019,US-2019-100363,Binder Clips by OIC,$0.00K,,$0.0K,
Arizona,Office Supplies,Alliance,Home Office,Fasteners,4/8/2019,US-2019-163797,"Alliance Super-Size Bands, Assorted Sizes",-$0.01K,,$0.0K,
Arizona,Office Supplies,Things To Do,Corporate,Paper,4/8/2019,US-2019-100363,Things To Do Today Spiral Book,$0.01K,,$0.0K,
California,Technology,Logitech,Home Office,Accessories,4/8/2019,US-2019-150581,Logitech Wireless Headset h800,$0.14K,,$0.4K,
Idaho,Office Supplies,GBC,Consumer,Binders,4/11/2019,US-2019-121734,GBC Personal VeloBind Strips,$0.00K,,$0.0K,
Florida,Office Supplies,Acco,Consumer,Fasteners,4/11/2019,US-2019-102715,"Acco Banker's Clasps, 5 3/4""-Long",$0.00K,,$0.0K,
Florida,Office Supplies,Xerox,Consumer,Paper,4/11/2019,US-2019-102715,Xerox 224,$0.00K,,$0.0K,
Montana,Office Supplies,Eldon,Consumer,Storage,4/11/2019,US-2019-110555,Eldon Simplefile Box Office,$0.02K,,$0.1K,
Florida,Technology,Logitech,Consumer,Accessories,4/11/2019,US-2019-102715,Logitech Wireless Anywhere Mouse MX for PC and Mac,$0.04K,,$0.3K,
Florida,Technology,Logitech,Consumer,Accessories,4/11/2019,US-2019-102715,Logitech Wireless Gaming Headset G930,$0.08K,,$0.4K,
Montana,Technology,Memorex,Consumer,Accessories,4/11/2019,US-2019-110555,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,$0.09K,,$0.2K,
Montana,Technology,AT&T,Consumer,Phones,4/11/2019,US-2019-110555,AT&T SB67148 SynJ,$0.01K,,$0.1K,
Texas,Technology,Jawbone,Home Office,Phones,4/11/2019,US-2019-138940,Jawbone JAMBOX Wireless Bluetooth Speaker,$0.27K,,$0.8K,
California,Furniture,O'Sullivan,Corporate,Bookcases,4/12/2019,US-2019-154599,O'Sullivan Living Dimensions 2-Shelf Bookcases,-$0.02K,,$0.3K,
California,Office Supplies,Other,Corporate,Art,4/12/2019,US-2019-142979,Prismacolor Color Pencil Set,$0.02K,,$0.0K,
California,Office Supplies,Other,Corporate,Binders,4/12/2019,US-2019-154599,Recycled Pressboard Report Cover with Reinforced Top Hinge,$0.01K,,$0.0K,
Indiana,Office Supplies,Xerox,Consumer,Paper,4/12/2019,US-2019-158365,Xerox 213,$0.02K,,$0.0K,
California,Technology,AT&T,Corporate,Phones,4/12/2019,US-2019-154599,AT&T 1080 Corded phone,$0.04K,,$0.4K,
California,Technology,Pyle,Corporate,Phones,4/12/2019,US-2019-154599,Pyle PMP37LED,$0.09K,,$1.1K,
Pennsylvania,Office Supplies,Newell,Corporate,Art,4/13/2019,US-2019-122336,Newell 314,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Fellowes,Corporate,Binders,4/13/2019,US-2019-122336,Fellowes PB200 Plastic Comb Binding Machine,-$0.41K,,$0.5K,
